date,station,hour,passengers
2024-09-16,Западная,14,595
2024-09-16,Западная,15,526
2024-09-16,Западная,16,502
2024-09-16,Западная,17,1111
2024-09-16,Западная,18,1150
2024-09-16,Западная,19,993
2024-09-16,Западная,20,1009
2024-09-16,Западная,21,317
2024-09-16,Западная,22,380
2024-09-16,Западная,23,389
2024-09-16,Северная,0,146
2024-09-16,Северная,1,132
2024-09-16,Северная,2,146
2024-09-16,Северная,3,155
2024-09-16,Северная,4,144
2024-09-16,Северная,5,144
2024-09-16,Северная,6,134
2024-09-16,Северная,7,1080
2024-09-16,Северная,8,1267
2024-09-16,Северная,9,1248
2024-09-16,Северная,10,1159
2024-09-16,Северная,11,563
2024-09-16,Северная,12,606
2024-09-16,Северная,13,696
2024-09-16,Северная,14,625
2024-09-16,Северная,15,639
2024-09-16,Северная,16,512
2024-09-16,Северная,17,995
2024-09-16,Северная,18,1227
2024-09-16,Северная,19,1172
2024-09-16,Северная,20,1033
2024-09-16,Северная,21,389
2024-09-16,Северная,22,429
2024-09-16,Северная,23,356
2024-09-16,Южная,0,110
2024-09-16,Южная,1,130
2024-09-16,Южная,2,120
2024-09-16,Южная,3,138
2024-09-16,Южная,4,122
2024-09-16,Южная,5,111
2024-09-16,Южная,6,119
2024-09-16,Южная,7,746
2024-09-16,Южная,8,936
2024-09-16,Южная,9,801
2024-09-16,Южная,10,860
2024-09-16,Южная,11,497
2024-09-16,Южная,12,517
2024-09-16,Южная,13,576
2024-09-16,Южная,14,452
2024-09-16,Южная,15,462
2024-09-16,Южная,16,507
2024-09-16,Южная,17,866
2024-09-16,Южная,18,854
2024-09-16,Южная,19,851
2024-09-16,Южная,20,915
2024-09-16,Южная,21,332
2024-09-16,Южная,22,329
2024-09-16,Южная,23,338
2024-09-16,Университет,0,199
2024-09-16,Университет,1,194
2024-09-16,Университет,2,216
2024-09-16,Университет,3,202
2024-09-16,Университет,4,212
2024-09-16,Университет,5,195
2024-09-16,Университет,6,190
2024-09-16,Университет,7,1865
2024-09-16,Университет,8,1821
2024-09-16,Университет,9,1860
2024-09-16,Университет,10,1785
2024-09-16,Университет,11,800
2024-09-16,Университет,12,819
2024-09-16,Университет,13,706
2024-09-16,Университет,14,822
2024-09-16,Университет,15,719
2024-09-16,Университет,16,730
2024-09-16,Университет,17,1284
2024-09-16,Университет,18,1418
2024-09-16,Университет,19,1261
2024-09-16,Университет,20,1482
2024-09-16,Университет,21,479
2024-09-16,Университет,22,507
2024-09-16,Университет,23,481
2024-09-16,Парк,0,120
2024-09-16,Парк,1,114
2024-09-16,Парк,2,106
2024-09-16,Парк,3,111
2024-09-16,Парк,4,136
2024-09-16,Парк,5,125
2024-09-16,Парк,6,119
2024-09-16,Парк,7,695
2024-09-16,Парк,8,723
2024-09-16,Парк,9,706
2024-09-16,Парк,10,721
2024-09-16,Парк,11,561
2024-09-16,Парк,12,515
2024-09-16,Парк,13,424
2024-09-16,Парк,14,504
2024-09-16,Парк,15,466
2024-09-16,Парк,16,551
2024-09-16,Парк,17,898
2024-09-16,Парк,18,791
2024-09-16,Парк,19,874
2024-09-16,Парк,20,1048
2024-09-16,Парк,21,315
2024-09-16,Парк,22,315
2024-09-16,Парк,23,294
2024-09-16,Речная,0,100
2024-09-16,Речная,1,113
2024-09-16,Речная,2,102
2024-09-16,Речная,3,99
2024-09-16,Речная,4,98
2024-09-16,Речная,5,111
2024-09-16,Речная,6,104
2024-09-16,Речная,7,657
2024-09-16,Речная,8,662
2024-09-16,Речная,9,641
2024-09-16,Речная,10,698
2024-09-16,Речная,11,445
2024-09-16,Речная,12,432
2024-09-16,Речная,13,430
2024-09-16,Речная,14,414
2024-09-16,Речная,15,491
2024-09-16,Речная,16,416
2024-09-16,Речная,17,803
2024-09-16,Речная,18,698
2024-09-16,Речная,19,847
2024-09-16,Речная,20,760
2024-09-16,Речная,21,258
2024-09-16,Речная,22,292
2024-09-16,Речная,23,274
2024-09-17,Центральная,0,302
2024-09-17,Центральная,1,257
2024-09-17,Центральная,2,246
2024-09-17,Центральная,3,251
2024-09-17,Центральная,4,239
2024-09-17,Центральная,5,245
2024-09-17,Центральная,6,279
2024-09-17,Центральная,7,2595
2024-09-17,Центральная,8,2439
2024-09-17,Центральная,9,2340
2024-09-17,Центральная,10,2509
2024-09-17,Центральная,11,991
2024-09-17,Центральная,12,1190
2024-09-17,Центральная,13,1040
2024-09-17,Центральная,14,1243
2024-09-17,Центральная,15,1168
2024-09-17,Центральная,16,975
2024-09-17,Центральная,17,2480
2024-09-17,Центральная,18,2908
2024-09-17,Центральная,19,2556
2024-09-17,Центральная,20,2746
2024-09-17,Центральная,21,601
2024-09-17,Центральная,22,688
2024-09-17,Центральная,23,538
2024-09-17,Восточная,0,159
2024-09-17,Восточная,1,175
2024-09-17,Восточная,2,164
2024-09-17,Восточная,3,163
2024-09-17,Восточная,4,156
2024-09-17,Восточная,5,159
2024-09-17,Восточная,6,162
2024-09-17,Восточная,7,1274
2024-09-17,Восточная,8,1408
2024-09-17,Восточная,9,1257
2024-09-17,Восточная,10,1442
2024-09-17,Восточная,11,666
2024-09-17,Восточная,12,664
2024-09-17,Восточная,13,647
2024-09-17,Восточная,14,841
2024-09-17,Восточная,15,736
2024-09-17,Восточная,16,665
2024-09-17,Восточная,17,1152
2024-09-17,Восточная,18,1084
2024-09-17,Восточная,19,1155
2024-09-17,Восточная,20,1179
2024-09-17,Восточная,21,340
2024-09-17,Восточная,22,434
2024-09-17,Восточная,23,400
2024-09-17,Западная,0,156
2024-09-17,Западная,1,139
2024-09-17,Западная,2,137
2024-09-17,Западная,3,127
2024-09-17,Западная,4,147
2024-09-17,Западная,5,141
2024-09-17,Западная,6,147
2024-09-17,Западная,7,908
2024-09-17,Западная,8,1015
2024-09-17,Западная,9,1004
2024-09-17,Западная,10,1136
2024-09-17,Западная,11,529
2024-09-17,Западная,12,612
2024-09-17,Западная,13,537
2024-09-17,Западная,14,494
2024-09-17,Западная,15,603
2024-09-17,Западная,16,594
2024-09-17,Западная,17,1070
2024-09-17,Западная,18,1151
2024-09-17,Западная,19,1184
2024-09-17,Западная,20,1048
2024-09-17,Западная,21,337
2024-09-17,Западная,22,358
2024-09-17,Западная,23,333
2024-09-17,Северная,0,144
2024-09-17,Северная,1,137
2024-09-17,Северная,2,141
2024-09-17,Северная,3,149
2024-09-17,Северная,4,149
2024-09-17,Северная,5,160
2024-09-17,Северная,6,132
2024-09-17,Северная,7,1242
2024-09-17,Северная,8,1280
2024-09-17,Северная,9,1119
2024-09-17,Северная,10,1202
2024-09-17,Северная,11,682
2024-09-17,Северная,12,636
2024-09-17,Северная,13,716
2024-09-17,Северная,14,589
2024-09-17,Северная,15,750
2024-09-17,Северная,16,644
2024-09-17,Северная,17,1250
2024-09-17,Северная,18,1121
2024-09-17,Северная,19,1205
2024-09-17,Северная,20,1281
2024-09-17,Северная,21,338
2024-09-17,Северная,22,339
2024-09-17,Северная,23,385
2024-09-17,Южная,0,146
2024-09-17,Южная,1,115
2024-09-17,Южная,2,116
2024-09-17,Южная,3,134
2024-09-17,Южная,4,127
2024-09-17,Южная,5,132
2024-09-17,Южная,6,138
2024-09-17,Южная,7,992
2024-09-17,Южная,8,867
2024-09-17,Южная,9,908
2024-09-17,Южная,10,854
2024-09-17,Южная,11,481
2024-09-17,Южная,12,471
2024-09-17,Южная,13,522
2024-09-17,Южная,14,572
2024-09-17,Южная,15,535
2024-09-17,Южная,16,471
2024-09-17,Южная,17,984
2024-09-17,Южная,18,943
2024-09-17,Южная,19,845
2024-09-17,Южная,20,839
2024-09-17,Южная,21,333
2024-09-17,Южная,22,314
2024-09-17,Южная,23,283
2024-09-17,Университет,0,187
2024-09-17,Университет,1,206
2024-09-17,Университет,2,218
2024-09-17,Университет,3,210
2024-09-17,Университет,4,201
2024-09-17,Университет,5,205
2024-09-17,Университет,6,186
2024-09-17,Университет,7,1714
2024-09-17,Университет,8,1688
2024-09-17,Университет,9,1742
2024-09-17,Университет,10,1639
2024-09-17,Университет,11,744
2024-09-17,Университет,12,852
2024-09-17,Университет,13,816
2024-09-17,Университет,14,801
2024-09-17,Университет,15,859
2024-09-17,Университет,16,646
2024-09-17,Университет,17,1281
2024-09-17,Университет,18,1333
2024-09-17,Университет,19,1368
2024-09-17,Университет,20,1205
2024-09-17,Университет,21,480
2024-09-17,Университет,22,470
2024-09-17,Университет,23,514
2024-09-17,Парк,0,111
2024-09-17,Парк,1,111
2024-09-17,Парк,2,107
2024-09-17,Парк,3,113
2024-09-17,Парк,4,109
2024-09-17,Парк,5,117
2024-09-17,Парк,6,132
2024-09-17,Парк,7,678
2024-09-17,Парк,8,642
2024-09-17,Парк,9,672
2024-09-17,Парк,10,848
2024-09-17,Парк,11,535
2024-09-17,Парк,12,501
2024-09-17,Парк,13,489
2024-09-17,Парк,14,413
2024-09-17,Парк,15,469
2024-09-17,Парк,16,584
2024-09-17,Парк,17,907
2024-09-17,Парк,18,946
2024-09-17,Парк,19,985
2024-09-17,Парк,20,841
2024-09-17,Парк,21,282
2024-09-17,Парк,22,315
2024-09-17,Парк,23,300
2024-09-17,Речная,0,89
2024-09-17,Речная,1,100
2024-09-17,Речная,2,100
2024-09-17,Речная,3,96
2024-09-17,Речная,4,102
2024-09-17,Речная,5,97
2024-09-17,Речная,6,122
2024-09-17,Речная,7,629
2024-09-17,Речная,8,653
2024-09-17,Речная,9,771
2024-09-17,Речная,10,641
2024-09-17,Речная,11,377
2024-09-17,Речная,12,345
2024-09-17,Речная,13,451
2024-09-17,Речная,14,419
2024-09-17,Речная,15,446
2024-09-17,Речная,16,456
2024-09-17,Речная,17,741
2024-09-17,Речная,18,732
2024-09-17,Речная,19,673
2024-09-17,Речная,20,667
2024-09-17,Речная,21,256
2024-09-17,Речная,22,256
2024-09-17,Речная,23,270
2024-09-18,Центральная,0,262
2024-09-18,Центральная,1,272
2024-09-18,Центральная,2,258
2024-09-18,Центральная,3,268
2024-09-18,Центральная,4,281
2024-09-18,Центральная,5,235
2024-09-18,Центральная,6,281
2024-09-18,Центральная,7,2658
2024-09-18,Центральная,8,2322
2024-09-18,Центральная,9,2288
2024-09-18,Центральная,10,2778
2024-09-18,Центральная,11,1129
2024-09-18,Центральная,12,1072
2024-09-18,Центральная,13,960
2024-09-18,Центральная,14,950
2024-09-18,Центральная,15,1155
2024-09-18,Центральная,16,1145
2024-09-18,Центральная,17,2533
2024-09-18,Центральная,18,2809
2024-09-18,Центральная,19,2287
2024-09-18,Центральная,20,2630
2024-09-18,Центральная,21,628
2024-09-18,Центральная,22,741
2024-09-18,Центральная,23,660
2024-09-18,Восточная,0,156
2024-09-18,Восточная,1,169
2024-09-18,Восточная,2,158
2024-09-18,Восточная,3,163
2024-09-18,Восточная,4,185
2024-09-18,Восточная,5,161
2024-09-18,Восточная,6,151
2024-09-18,Восточная,7,1492
2024-09-18,Восточная,8,1404
2024-09-18,Восточная,9,1442
2024-09-18,Восточная,10,1401
2024-09-18,Восточная,11,688
2024-09-18,Восточная,12,810
2024-09-18,Восточная,13,670
2024-09-18,Восточная,14,653
2024-09-18,Восточная,15,697
2024-09-18,Восточная,16,626
2024-09-18,Восточная,17,1042
2024-09-18,Восточная,18,1100
2024-09-18,Восточная,19,1252
2024-09-18,Восточная,20,1011
2024-09-18,Восточная,21,421
2024-09-18,Восточная,22,471
2024-09-18,Восточная,23,375
2024-09-18,Западная,0,147
2024-09-18,Западная,1,145
2024-09-18,Западная,2,153
2024-09-18,Западная,3,156
2024-09-18,Западная,4,145
2024-09-18,Западная,5,154
2024-09-18,Западная,6,131
2024-09-18,Западная,7,1035
2024-09-18,Западная,8,1033
2024-09-18,Западная,9,1058
2024-09-18,Западная,10,1069
2024-09-18,Западная,11,577
2024-09-18,Западная,12,568
2024-09-18,Западная,13,508
2024-09-18,Западная,14,638
2024-09-18,Западная,15,593
2024-09-18,Западная,16,604
2024-09-18,Западная,17,1091
2024-09-18,Западная,18,1177
2024-09-18,Западная,19,1089
2024-09-18,Западная,20,1152
2024-09-18,Западная,21,321
2024-09-18,Западная,22,333
2024-09-18,Западная,23,323
2024-09-18,Северная,0,144
2024-09-18,Северная,1,139
2024-09-18,Северная,2,139
2024-09-18,Северная,3,144
2024-09-18,Северная,4,141
2024-09-18,Северная,5,142
2024-09-18,Северная,6,166
2024-09-18,Северная,7,1142
2024-09-18,Северная,8,1296
2024-09-18,Северная,9,1213
2024-09-18,Северная,10,1084
2024-09-18,Северная,11,576
2024-09-18,Северная,12,545
2024-09-18,Северная,13,576
2024-09-18,Северная,14,610
2024-09-18,Северная,15,674
2024-09-18,Северная,16,577
2024-09-18,Северная,17,1189
2024-09-18,Северная,18,1177
2024-09-18,Северная,19,1111
2024-09-18,Северная,20,976
2024-09-18,Северная,21,337
2024-09-18,Северная,22,352
2024-09-18,Северная,23,369
2024-09-18,Южная,0,136
2024-09-18,Южная,1,124
2024-09-18,Южная,2,122
2024-09-18,Южная,3,133
2024-09-18,Южная,4,123
2024-09-18,Южная,5,130
2024-09-18,Южная,6,137
2024-09-18,Южная,7,975
2024-09-18,Южная,8,810
2024-09-18,Южная,9,931
2024-09-18,Южная,10,906
2024-09-18,Южная,11,560
2024-09-18,Южная,12,554
2024-09-18,Южная,13,483
2024-09-18,Южная,14,494
2024-09-18,Южная,15,567
2024-09-18,Южная,16,517
2024-09-18,Южная,17,863
2024-09-18,Южная,18,940
2024-09-18,Южная,19,901
2024-09-18,Южная,20,910
2024-09-18,Южная,21,284
2024-09-18,Южная,22,298
2024-09-18,Южная,23,318
2024-09-18,Университет,0,213
2024-09-18,Университет,1,203
2024-09-18,Университет,2,212
2024-09-18,Университет,3,190
2024-09-18,Университет,4,160
2024-09-18,Университет,5,223
2024-09-18,Университет,6,178
2024-09-18,Университет,7,1757
2024-09-18,Университет,8,1596
2024-09-18,Университет,9,1687
2024-09-18,Университет,10,1808
2024-09-18,Университет,11,871
2024-09-18,Университет,12,828
2024-09-18,Университет,13,759
2024-09-18,Университет,14,872
2024-09-18,Университет,15,812
2024-09-18,Университет,16,875
2024-09-18,Университет,17,1421
2024-09-18,Университет,18,1309
2024-09-18,Университет,19,1376
2024-09-18,Университет,20,1445
2024-09-18,Университет,21,472
2024-09-18,Университет,22,510
2024-09-18,Университет,23,524
2024-09-18,Парк,0,117
2024-09-18,Парк,1,129
2024-09-18,Парк,2,127
2024-09-18,Парк,3,120
2024-09-18,Парк,4,114
2024-09-18,Парк,5,112
2024-09-18,Парк,6,139
2024-09-18,Парк,7,749
2024-09-18,Парк,8,789
2024-09-18,Парк,9,752
2024-09-18,Парк,10,797
2024-09-18,Парк,11,483
2024-09-18,Парк,12,471
2024-09-18,Парк,13,486
2024-09-18,Парк,14,464
2024-09-18,Парк,15,508
2024-09-18,Парк,16,453
2024-09-18,Парк,17,1034
2024-09-18,Парк,18,886
2024-09-18,Парк,19,804
2024-09-18,Парк,20,936
2024-09-18,Парк,21,307
2024-09-18,Парк,22,332
2024-09-18,Парк,23,294
2024-09-18,Речная,0,110
2024-09-18,Речная,1,97
2024-09-18,Речная,2,101
2024-09-18,Речная,3,104
2024-09-18,Речная,4,106
2024-09-18,Речная,5,105
2024-09-18,Речная,6,114
2024-09-18,Речная,7,824
2024-09-18,Речная,8,638
2024-09-18,Речная,9,722
2024-09-18,Речная,10,670
2024-09-18,Речная,11,503
2024-09-18,Речная,12,406
2024-09-18,Речная,13,433
2024-09-18,Речная,14,455
2024-09-18,Речная,15,468
2024-09-18,Речная,16,433
2024-09-18,Речная,17,796
2024-09-18,Речная,18,552
2024-09-18,Речная,19,816
2024-09-18,Речная,20,744
2024-09-18,Речная,21,296
2024-09-18,Речная,22,286
2024-09-18,Речная,23,203
2024-09-19,Центральная,0,299
2024-09-19,Центральная,1,307
2024-09-19,Центральная,2,231
2024-09-19,Центральная,3,252
2024-09-19,Центральная,4,251
2024-09-19,Центральная,5,273
2024-09-19,Центральная,6,239
2024-09-19,Центральная,7,2534
2024-09-19,Центральная,8,2576
2024-09-19,Центральная,9,2372
2024-09-19,Центральная,10,2460
2024-09-19,Центральная,11,977
2024-09-19,Центральная,12,1053
2024-09-19,Центральная,13,1079
2024-09-19,Центральная,14,960
2024-09-19,Центральная,15,1154
2024-09-19,Центральная,16,1096
2024-09-19,Центральная,17,2327
2024-09-19,Центральная,18,2410
2024-09-19,Центральная,19,2439
2024-09-19,Центральная,20,2701
2024-09-19,Центральная,21,679
2024-09-19,Центральная,22,719
2024-09-19,Центральная,23,610
2024-09-19,Восточная,0,167
2024-09-19,Восточная,1,156
2024-09-19,Восточная,2,173
2024-09-19,Восточная,3,158
2024-09-19,Восточная,4,144
2024-09-19,Восточная,5,161
2024-09-19,Восточная,6,168
2024-09-19,Восточная,7,1490
2024-09-19,Восточная,8,1341
2024-09-19,Восточная,9,1329
2024-09-19,Восточная,10,1267
2024-09-19,Восточная,11,663
2024-09-19,Восточная,12,739
2024-09-19,Восточная,13,742
2024-09-19,Восточная,14,669
2024-09-19,Восточная,15,684
2024-09-19,Восточная,16,575
2024-09-19,Восточная,17,1275
2024-09-19,Восточная,18,999
2024-09-19,Восточная,19,1216
2024-09-19,Восточная,20,1126
2024-09-19,Восточная,21,354
2024-09-19,Восточная,22,393
2024-09-19,Восточная,23,346
2024-09-19,Западная,0,144
2024-09-19,Западная,1,156
2024-09-19,Западная,2,136
2024-09-19,Западная,3,154
2024-09-19,Западная,4,126
2024-09-19,Западная,5,151
2024-09-19,Западная,6,146
2024-09-19,Западная,7,1003
2024-09-19,Западная,8,955
2024-09-19,Западная,9,973
2024-09-19,Западная,10,1151
2024-09-19,Западная,11,622
2024-09-19,Западная,12,516
2024-09-19,Западная,13,624
2024-09-19,Западная,14,651
2024-09-19,Западная,15,567
2024-09-19,Западная,16,585
2024-09-19,Западная,17,1049
2024-09-19,Западная,18,1080
2024-09-19,Западная,19,1060
2024-09-19,Западная,20,1189
2024-09-19,Западная,21,383
2024-09-19,Западная,22,323
2024-09-19,Западная,23,382
2024-09-19,Северная,0,139
2024-09-19,Северная,1,151
2024-09-19,Северная,2,176
2024-09-19,Северная,3,137
2024-09-19,Северная,4,136
2024-09-19,Северная,5,145
2024-09-19,Северная,6,148
2024-09-19,Северная,7,1188
2024-09-19,Северная,8,1267
2024-09-19,Северная,9,1157
2024-09-19,Северная,10,1177
2024-09-19,Северная,11,657
2024-09-19,Северная,12,589
2024-09-19,Северная,13,562
2024-09-19,Северная,14,567
2024-09-19,Северная,15,622
2024-09-19,Северная,16,583
2024-09-19,Северная,17,983
2024-09-19,Северная,18,1083
2024-09-19,Северная,19,1110
2024-09-19,Северная,20,1155
2024-09-19,Северная,21,407
2024-09-19,Северная,22,345
2024-09-19,Северная,23,350
2024-09-19,Южная,0,132
2024-09-19,Южная,1,141
2024-09-19,Южная,2,131
2024-09-19,Южная,3,137
2024-09-19,Южная,4,120
2024-09-19,Южная,5,128
2024-09-19,Южная,6,141
2024-09-19,Южная,7,766
2024-09-19,Южная,8,829
2024-09-19,Южная,9,885
2024-09-19,Южная,10,840
2024-09-19,Южная,11,542
2024-09-19,Южная,12,519
2024-09-19,Южная,13,452
2024-09-19,Южная,14,489
2024-09-19,Южная,15,483
2024-09-19,Южная,16,484
2024-09-19,Южная,17,877
2024-09-19,Южная,18,832
2024-09-19,Южная,19,832
2024-09-19,Южная,20,873
2024-09-19,Южная,21,313
2024-09-19,Южная,22,311
2024-09-19,Южная,23,279
2024-09-19,Университет,0,183
2024-09-19,Университет,1,191
2024-09-19,Университет,2,189
2024-09-19,Университет,3,188
2024-09-19,Университет,4,196
2024-09-19,Университет,5,146
2024-09-19,Университет,6,199
2024-09-19,Университет,7,1905
2024-09-19,Университет,8,1807
2024-09-19,Университет,9,1877
2024-09-19,Университет,10,1814
2024-09-19,Университет,11,829
2024-09-19,Университет,12,854
2024-09-19,Университет,13,840
2024-09-19,Университет,14,896
2024-09-19,Университет,15,793
2024-09-19,Университет,16,844
2024-09-19,Университет,17,1321
2024-09-19,Университет,18,1451
2024-09-19,Университет,19,1323
2024-09-19,Университет,20,1355
2024-09-19,Университет,21,510
2024-09-19,Университет,22,522
2024-09-19,Университет,23,504
2024-09-19,Парк,0,116
2024-09-19,Парк,1,114
2024-09-19,Парк,2,106
2024-09-19,Парк,3,110
2024-09-19,Парк,4,99
2024-09-19,Парк,5,138
2024-09-19,Парк,6,128
2024-09-19,Парк,7,737
2024-09-19,Парк,8,774
2024-09-19,Парк,9,726
2024-09-19,Парк,10,771
2024-09-19,Парк,11,505
2024-09-19,Парк,12,491
2024-09-19,Парк,13,481
2024-09-19,Парк,14,524
2024-09-19,Парк,15,511
2024-09-19,Парк,16,457
2024-09-19,Парк,17,897
2024-09-19,Парк,18,843
2024-09-19,Парк,19,924
2024-09-19,Парк,20,803
2024-09-19,Парк,21,277
2024-09-19,Парк,22,298
2024-09-19,Парк,23,242
2024-09-19,Речная,0,105
2024-09-19,Речная,1,106
2024-09-19,Речная,2,98
2024-09-19,Речная,3,109
2024-09-19,Речная,4,103
2024-09-19,Речная,5,94
2024-09-19,Речная,6,97
2024-09-19,Речная,7,648
2024-09-19,Речная,8,638
2024-09-19,Речная,9,709
2024-09-19,Речная,10,756
2024-09-19,Речная,11,444
2024-09-19,Речная,12,450
2024-09-19,Речная,13,426
2024-09-19,Речная,14,499
2024-09-19,Речная,15,443
2024-09-19,Речная,16,423
2024-09-19,Речная,17,752
2024-09-19,Речная,18,685
2024-09-19,Речная,19,835
2024-09-19,Речная,20,832
2024-09-19,Речная,21,264
2024-09-19,Речная,22,271
2024-09-19,Речная,23,257
2024-09-20,Центральная,0,222
2024-09-20,Центральная,1,270
2024-09-20,Центральная,2,290
2024-09-20,Центральная,3,272
2024-09-20,Центральная,4,255
2024-09-20,Центральная,5,250
2024-09-20,Центральная,6,299
2024-09-20,Центральная,7,2224
2024-09-20,Центральная,8,2214
2024-09-20,Центральная,9,2063
2024-09-20,Центральная,10,2346
2024-09-20,Центральная,11,1045
2024-09-20,Центральная,12,1102
2024-09-20,Центральная,13,944
2024-09-20,Центральная,14,1020
2024-09-20,Центральная,15,1118
2024-09-20,Центральная,16,1004
2024-09-20,Центральная,17,2563
2024-09-20,Центральная,18,2373
2024-09-20,Центральная,19,2789
2024-09-20,Центральная,20,2433
2024-09-20,Центральная,21,582
2024-09-20,Центральная,22,564
2024-09-20,Центральная,23,706
2024-09-20,Восточная,0,167
2024-09-20,Восточная,1,167
2024-09-20,Восточная,2,160
2024-09-20,Восточная,3,161
2024-09-20,Восточная,4,190
2024-09-20,Восточная,5,162
2024-09-20,Восточная,6,181
2024-09-20,Восточная,7,1364
2024-09-20,Восточная,8,1411
2024-09-20,Восточная,9,1599
2024-09-20,Восточная,10,1283
2024-09-20,Восточная,11,687
2024-09-20,Восточная,12,612
2024-09-20,Восточная,13,670
2024-09-20,Восточная,14,749
2024-09-20,Восточная,15,727
2024-09-20,Восточная,16,681
2024-09-20,Восточная,17,1340
2024-09-20,Восточная,18,1191
2024-09-20,Восточная,19,1224
2024-09-20,Восточная,20,1101
2024-09-20,Восточная,21,451
2024-09-20,Восточная,22,383
2024-09-20,Восточная,23,370
2024-09-20,Западная,0,138
2024-09-20,Западная,1,149
2024-09-20,Западная,2,141
2024-09-20,Западная,3,113
2024-09-20,Западная,4,133
2024-09-20,Западная,5,132
2024-09-20,Западная,6,154
2024-09-20,Западная,7,1023
2024-09-20,Западная,8,1023
2024-09-20,Западная,9,1050
2024-09-20,Западная,10,1003
2024-09-20,Западная,11,589
2024-09-20,Западная,12,526
2024-09-20,Западная,13,571
2024-09-20,Западная,14,523
2024-09-20,Западная,15,558
2024-09-20,Западная,16,577
2024-09-20,Западная,17,1069
2024-09-20,Западная,18,1092
2024-09-20,Западная,19,1075
2024-09-20,Западная,20,1183
2024-09-20,Западная,21,345
2024-09-20,Западная,22,411
2024-09-20,Западная,23,383
2024-09-20,Северная,0,136
2024-09-20,Северная,1,145
2024-09-20,Северная,2,141
2024-09-20,Северная,3,140
2024-09-20,Северная,4,140
2024-09-20,Северная,5,142
2024-09-20,Северная,6,153
2024-09-20,Северная,7,1370
2024-09-20,Северная,8,1253
2024-09-20,Северная,9,1118
2024-09-20,Северная,10,1081
2024-09-20,Северная,11,596
2024-09-20,Северная,12,705
2024-09-20,Северная,13,709
2024-09-20,Северная,14,584
2024-09-20,Северная,15,576
2024-09-20,Северная,16,645
2024-09-20,Северная,17,1076
2024-09-20,Северная,18,1333
2024-09-20,Северная,19,1047
2024-09-20,Северная,20,1059
2024-09-20,Северная,21,391
2024-09-20,Северная,22,326
2024-09-20,Северная,23,362
2024-09-20,Южная,0,116
2024-09-20,Южная,1,125
2024-09-20,Южная,2,127
2024-09-20,Южная,3,114
2024-09-20,Южная,4,138
2024-09-20,Южная,5,134
2024-09-20,Южная,6,143
2024-09-20,Южная,7,1016
2024-09-20,Южная,8,929
2024-09-20,Южная,9,1025
2024-09-20,Южная,10,941
2024-09-20,Южная,11,545
2024-09-20,Южная,12,590
2024-09-20,Южная,13,548
2024-09-20,Южная,14,518
2024-09-20,Южная,15,556
2024-09-20,Южная,16,466
2024-09-20,Южная,17,852
2024-09-20,Южная,18,978
2024-09-20,Южная,19,885
2024-09-20,Южная,20,854
2024-09-20,Южная,21,307
2024-09-20,Южная,22,275
2024-09-20,Южная,23,313
2024-09-20,Университет,0,209
2024-09-20,Университет,1,190
2024-09-20,Университет,2,227
2024-09-20,Университет,3,221
2024-09-20,Университет,4,203
2024-09-20,Университет,5,208
2024-09-20,Университет,6,222
2024-09-20,Университет,7,1690
2024-09-20,Университет,8,1914
2024-09-20,Университет,9,1751
2024-09-20,Университет,10,2016
2024-09-20,Университет,11,877
2024-09-20,Университет,12,987
2024-09-20,Университет,13,782
2024-09-20,Университет,14,825
2024-09-20,Университет,15,951
2024-09-20,Университет,16,806
2024-09-20,Университет,17,1322
2024-09-20,Университет,18,1415
2024-09-20,Университет,19,1349
2024-09-20,Университет,20,1240
2024-09-20,Университет,21,516
2024-09-20,Университет,22,513
2024-09-20,Университет,23,423
2024-09-20,Парк,0,111
2024-09-20,Парк,1,117
2024-09-20,Парк,2,113
2024-09-20,Парк,3,115
2024-09-20,Парк,4,122
2024-09-20,Парк,5,118
2024-09-20,Парк,6,106
2024-09-20,Парк,7,768
2024-09-20,Парк,8,665
2024-09-20,Парк,9,721
2024-09-20,Парк,10,790
2024-09-20,Парк,11,415
2024-09-20,Парк,12,437
2024-09-20,Парк,13,452
2024-09-20,Парк,14,487
2024-09-20,Парк,15,445
2024-09-20,Парк,16,506
2024-09-20,Парк,17,914
2024-09-20,Парк,18,786
2024-09-20,Парк,19,964
2024-09-20,Парк,20,1102
2024-09-20,Парк,21,296
2024-09-20,Парк,22,257
2024-09-20,Парк,23,323
2024-09-20,Речная,0,116
2024-09-20,Речная,1,113
2024-09-20,Речная,2,107
2024-09-20,Речная,3,100
2024-09-20,Речная,4,89
2024-09-20,Речная,5,96
2024-09-20,Речная,6,97
2024-09-20,Речная,7,538
2024-09-20,Речная,8,673
2024-09-20,Речная,9,750
2024-09-20,Речная,10,709
2024-09-20,Речная,11,478
2024-09-20,Речная,12,438
2024-09-20,Речная,13,481
2024-09-20,Речная,14,389
2024-09-20,Речная,15,528
2024-09-20,Речная,16,426
2024-09-20,Речная,17,689
2024-09-20,Речная,18,798
2024-09-20,Речная,19,705
2024-09-20,Речная,20,755
2024-09-20,Речная,21,259
2024-09-20,Речная,22,246
2024-09-20,Речная,23,245
2024-09-21,Центральная,0,167
2024-09-21,Центральная,1,174
2024-09-21,Центральная,2,165
2024-09-21,Центральная,3,194
2024-09-21,Центральная,4,176
2024-09-21,Центральная,5,195
2024-09-21,Центральная,6,172
2024-09-21,Центральная,7,1768
